Investor_ID,Investor_Name,Age,Gender,City,PAN_Number,Investment_Type,Amount_Invested,Returns_%,Investment_Date,Financial_Advisor
B3208,Hazel Sachar,68,Male,Bhilai,IYC4982I,Bonds,428025.85,17.77,26-06-2022,Pihu Randhawa
B3209,Eva Keer,64,Female,Maheshtala,QWK6930G,Crypto,30727.4,-13.39,10-07-2023,Mamooty Baral
B3210,Purab Gulati,62,Female,Rourkela,QOW4782C,Stocks,691307,-3.51,20-04-2019,Yasmin Suri
B3211,Shalv Mand,28,Male,Bikaner,KUO8468U,Fixed Deposit,176410.59,-11.93,05-01-2021,Kismat Sandal
B3212,Darshit Sampath,59,Male,Tadipatri,GRA6157S,Real Estate,12109.64,-2.32,25-10-2023,Shlok Dora
B3213,Riaan Sridhar,69,Male,Indore,FJK2890V,Mutual Funds,15328.82,-2.76,19-09-2017,Prisha Dasgupta
B3214,Ritvik Verma,70,Female,Allahabad,JLP4949A,Fixed Deposit,936883.73,-12.13,25-05-2023,Jivin Grover
B3215,Ojas Tailor,43,Male,Madurai,ZLM8291W,Crypto,750515.79,3.26,14-07-2023,Kavya Sidhu
B3216,Chirag Shenoy,30,Female,Hospet,YLT7716N,Real Estate,543848.95,25.21,22-02-2018,Keya Chowdhury
B3217,Pihu Chakrabarti,24,Female,Bettiah,FJP6929M,Stocks,201457.87,0.3,19-03-2019,Ishaan Kar
B3218,Arnav Rajagopalan,44,Male,Kurnool,LLJ2305Y,Stocks,402069.37,15.92,22-04-2019,Vihaan Sarma
B3219,Myra Shankar,56,Female,Pune,JEN6766J,Real Estate,874238.49,22.51,13-05-2019,Emir Karpe
B3220,Advik Chaudry,43,Female,Rewa,HKG9284G,Crypto,13810.36,-6.41,06-03-2024,Adira Khatri
B3221,Amira Singh,63,Male,Nadiad,YTT2252Q,Bonds,635490.22,13.54,15-04-2017,Miraya Sha
B3222,Anahita Yohannan,33,Female,Kurnool,UWS6935X,Fixed Deposit,333371.09,-10.36,16-04-2020,Eva Dubey
B3223,Ryan Mahajan,65,Male,Vijayanagaram,XCC8932R,Mutual Funds,187665.83,8.18,13-01-2021,Kanav Samra
B3224,Shaan Salvi,51,Male,Kochi,PWM4774K,Fixed Deposit,251829.07,-5.22,17-04-2018,Lakshay Chatterjee
B3225,Zoya Mahal,66,Male,Sonipat,LTL8355I,Bonds,534165.56,-1.04,10-08-2023,Ayesha Setty
B3226,Vedika Chaudhry,52,Male,Tiruppur,MVD7862D,Crypto,242593.88,-0.61,17-08-2022,Aradhya Hegde
B3227,Zara Bakshi,62,Male,Chandigarh,UCM4764A,Bonds,712686.53,7.76,09-01-2020,Divit Talwar
B3228,Mamooty Zachariah,33,Male,Bikaner,EVF3052D,Fixed Deposit,935964.38,-6.13,19-06-2022,Lakshay Kothari
B3229,Mamooty Kakar,30,Female,Gaya,VGV9808P,Crypto,557619.22,13.1,26-11-2023,Saira Yohannan
B3230,Rhea Kaul,26,Female,Rourkela,QSO5013G,Stocks,170220.43,-14.46,25-11-2022,Zara Kannan
B3231,Dhanush Shah,67,Male,Bijapur,GDA7678E,Fixed Deposit,423750.55,26.5,13-11-2024,Armaan Shenoy
B3232,Anay Raj,51,Female,Navi Mumbai,ZSL3263F,Bonds,812213.55,8.23,17-08-2022,Kiaan Kala
B3233,Zeeshan Srinivas,24,Female,Tirupati,KSH5264D,Bonds,179206.93,-0.7,22-09-2023,Shamik Talwar
B3234,Vidur Tripathi,40,Female,Ramgarh,YYB5700C,Fixed Deposit,780569.88,-2.32,12-01-2017,Zara Tank
B3235,Ishaan Sahni,34,Male,Dindigul,ODL6596W,Stocks,769633.31,-10.05,28-02-2022,Mohanlal Bail
B3236,Vedika Ben,24,Male,Mirzapur,TVK6142T,Bonds,71823.29,22.84,21-07-2019,Taimur Kuruvilla
B3237,Taran Mani,34,Female,Barasat,TVW2932U,Bonds,456590.85,5.29,14-11-2024,Adira Jhaveri
B3238,Navya Bala,24,Male,Parbhani,RFZ2335I,Fixed Deposit,538642.05,-3.2,09-11-2021,Kismat Bajaj
B3239,Diya Deol,42,Female,Cuttack,XJN7692W,Stocks,437873.59,-10.9,14-04-2021,Rasha Goel
B3240,Hridaan Raman,41,Male,Chandigarh,UKN7898O,Fixed Deposit,824408.6,26.72,15-03-2020,Indrajit Shere
B3241,Rania Arya,54,Female,Durgapur,AQD9274P,Stocks,758723.65,-13.33,14-06-2017,Drishya Andra
B3242,Bhamini Mangal,47,Male,Bijapur,LFH3431N,Fixed Deposit,934226.76,24.99,14-05-2018,Shalv Bajwa
B3243,Ishita Magar,56,Male,Ujjain,TMD9096P,Real Estate,859216.62,20.56,09-04-2022,Dishani Chahal
B3244,Elakshi Ghose,52,Female,Tezpur,QZE4245F,Bonds,185537.3,14.57,02-03-2021,Amani Dhingra
B3245,Faiyaz Sha,38,Male,Tiruvottiyur,GZH3947P,Bonds,560251.9,3.22,05-05-2017,Elakshi Khurana
B3246,Farhan Devan,24,Male,Jhansi,IWY8439P,Mutual Funds,890640.04,12.28,17-11-2018,Jivin Boase
B3247,Vivaan Chanda,70,Male,Karnal,APU1254P,Stocks,883193.99,16.23,09-08-2023,Samarth Sen
B3248,Hridaan Balakrishnan,63,Male,Nadiad,AFL3732U,Crypto,506585.65,14.06,04-12-2024,Shalv Mammen
B3249,Nirvi Dora,34,Male,Tiruvottiyur,RYK2979K,Stocks,894027.27,-5.81,02-03-2022,Miraya Bawa
B3250,Akarsh Jhaveri,40,Female,Nanded,VFI7858K,Fixed Deposit,676443.2,16.58,03-06-2020,Dharmajan Taneja
B3251,Parinaaz Sama,44,Male,Tirunelveli,BMC5315O,Bonds,883936.31,4.62,17-10-2018,Raunak Agrawal
B3252,Shalv Dubey,25,Female,Guna,VZK8698M,Fixed Deposit,211808.17,-10.2,22-11-2022,Diya Chatterjee
B3253,Rohan Char,63,Male,Mathura,QKE2654U,Stocks,816411.79,8.22,14-06-2017,Ryan Varghese
B3254,Ojas Bava,43,Male,Katihar,VYA3070Y,Fixed Deposit,413433.95,2.52,04-11-2022,Ryan Sodhi
B3255,Shamik Rao,39,Male,Bongaigaon,MQI1558H,Stocks,749513.99,29.14,11-04-2020,Chirag Shanker
B3256,Anaya Saini,29,Male,Rajahmundry,DEP8068G,Real Estate,510601.6,8.28,18-01-2022,Prerak Mane
B3257,Lakshay Suresh,45,Male,Siliguri,PJQ1392M,Stocks,638649.74,4.01,09-11-2018,Sumer Hari
B3258,Himmat Verma,49,Male,Bhatpara,ELN3735N,Mutual Funds,884440.1,-11.17,27-03-2020,Nitya Khanna
B3259,Saanvi Mann,47,Female,Bokaro,AMC2196T,Bonds,963840.32,10.71,19-12-2019,Vivaan Kibe
B3260,Umang Salvi,69,Male,Sultan Pur Majra,GAT3168M,Real Estate,913920.45,22.2,14-07-2024,Jayesh Raj
B3261,Devansh Viswanathan,50,Female,Nadiad,YIE9436Z,Bonds,752542.11,2.34,28-03-2020,Purab Shukla
B3262,Madhup Bhasin,46,Male,Davanagere,CSS9672T,Bonds,770284,1.03,19-11-2024,Advik Bal
B3263,Shray Basak,43,Male,Madanapalle,VKM7358G,Fixed Deposit,185262.8,18.11,05-05-2017,Badal Andra
B3264,Lavanya Handa,33,Male,Faridabad,BCZ7919R,Fixed Deposit,460327.04,8.46,18-04-2020,Jhanvi Rattan
B3265,Mohanlal Walia,53,Male,Bhimavaram,EYA6805W,Stocks,255353.84,14.88,13-01-2018,Anahita Balasubramanian
B3266,Umang Goswami,66,Female,Sangli-Miraj & Kupwad,KNG3088G,Mutual Funds,556628.48,-7.81,26-12-2017,Indrans Rajan
B3267,Devansh Krish,53,Male,Satara,CXB7591W,Mutual Funds,965480.92,-12.04,27-12-2018,Inaaya  Dixit
B3268,Badal Tara,45,Male,New Delhi,IWG4955Z,Real Estate,117573.56,24.14,02-01-2024,Mehul Amble
B3269,Aarna Varkey,55,Male,Noida,TIS5806N,Real Estate,973416.02,17.37,05-03-2022,Dhanuk Wali
B3270,Shalv Manne,39,Female,Bhilai,IIY2950U,Fixed Deposit,197973.2,23.92,09-09-2018,Samaira Kakar
B3271,Aaina Singhal,27,Female,Serampore,AGO6518N,Crypto,667185.77,-0.02,27-08-2022,Umang Shenoy
B3272,Shaan Bala,68,Female,Vasai-Virar,FZJ6515L,Fixed Deposit,793190.92,29.06,27-10-2021,Lakshay Vig
B3273,Riaan Loyal,49,Female,Siwan,TEW2765U,Mutual Funds,209113.83,-5.67,20-06-2023,Nirvi Sankar
B3274,Tarini Setty,27,Male,Avadi,PEL1741Y,Real Estate,233352.74,-6.47,28-06-2017,Biju Kalla
B3275,Ahana  Maharaj,49,Male,Panvel,VFT2208E,Fixed Deposit,612686.06,1.04,01-08-2019,Madhav Bava
B3276,Madhup Sethi,60,Female,Motihari,UOJ6815K,Bonds,108157.86,9.26,20-06-2019,Chirag Ghosh
B3277,Azad Saha,33,Male,Panchkula,IRH8354S,Fixed Deposit,545158.62,11.46,04-02-2023,Lakshit Bhatnagar
B3278,Vedika Saha,56,Male,Malegaon,HLT7699S,Bonds,513020.79,3.99,11-04-2021,Oorja Ramachandran
B3279,Tushar Sahni,40,Male,Ghaziabad,LJJ8368H,Bonds,971108.29,4.79,10-01-2020,Aniruddh Khalsa
B3280,Samaira Sarna,42,Female,Bhind,HVX8138V,Real Estate,355834.34,-8.25,16-11-2017,Kanav Mann
B3281,Anaya Amble,28,Male,Siliguri,MFR5739C,Mutual Funds,194966.61,1.63,24-12-2024,Eva Zacharia
B3282,Farhan Gokhale,27,Male,Bellary,WFK8816D,Bonds,739801.39,1.41,08-02-2022,Stuvan Dayal
B3283,Piya Dara,42,Female,Indore,QET3205O,Fixed Deposit,731039.68,-4.23,03-07-2017,Farhan Sarkar
B3284,Vanya Ganguly,64,Male,Parbhani,ZIG4005X,Fixed Deposit,72667.68,-3.86,25-10-2017,Trisha Loyal
B3285,Nitya Dua,40,Female,Sultan Pur Majra,LGE9345E,Bonds,482102.01,14.53,04-03-2019,Mannat Din
B3286,Vritika Trivedi,41,Male,Durgapur,FVP2372T,Real Estate,711164.6,19.67,19-09-2023,Siya Walla
B3287,Urvi Chand,50,Female,Tezpur,UCS3494H,Real Estate,766611.31,7.91,11-05-2024,Saira Vaidya
B3288,Zaina Agarwal,60,Male,Jaunpur,JEY1127Z,Mutual Funds,941564.79,-2.3,04-08-2020,Parinaaz Sinha
B3289,Mamooty Keer,67,Female,Guntur,HEU7060I,Real Estate,29587,2.46,08-08-2021,Prerak Rastogi
B3290,Misha Sarraf,49,Male,Bettiah,BMR8430D,Stocks,953140.91,14.68,10-01-2019,Sumer Venkatesh
B3291,Prisha Manda,32,Male,Kottayam,XAA7215X,Mutual Funds,487455.7,-10.76,20-02-2020,Keya Garde
B3292,Krish Sengupta,66,Male,Kharagpur,NGR6250Z,Stocks,391786.32,25.74,10-08-2019,Madhav Bath
B3293,Indrans Basu,50,Male,Jammu,AUR8185P,Real Estate,654136.19,16.52,06-02-2020,Zain Chaudhari
B3294,Vidur Contractor,44,Female,Satna,EVD3895I,Real Estate,428267.02,0.08,14-07-2023,Damini Jhaveri
B3295,Oorja Mammen,50,Male,Dindigul,IXZ9334P,Bonds,632858.17,-13.05,28-07-2022,Akarsh Hayre
B3296,Zain Dixit,24,Male,Mysore,GJD5576W,Stocks,376531.73,15.66,08-03-2017,Shamik Mammen
B3297,Anya Kala,68,Female,Khammam,YWV2587M,Stocks,586181.16,9.27,03-07-2020,Umang Bora
B3298,Vanya Srinivas,44,Male,Jamalpur,OSA4805A,Fixed Deposit,16211.21,-2.95,11-06-2023,Lavanya Garde
B3299,Ritvik Setty,61,Male,Howrah,DQN5871U,Real Estate,899865.42,4.14,25-07-2017,Advik Kota
B3300,Oorja Doctor,49,Male,Etawah,JZW9082Q,Crypto,542844,9.66,15-05-2019,Dharmajan Samra
B3301,Azad Wali,39,Male,Asansol,AXP6588A,Mutual Funds,109446.64,12.21,11-06-2022,Divyansh Wadhwa
B3302,Abram Chaudhary,62,Male,Etawah,IUM1791F,Bonds,657647.3,-5.64,15-07-2019,Parinaaz Shah
B3303,Himmat Lala,25,Female,Jamnagar,UMX9481D,Real Estate,273737.03,21.67,22-01-2019,Aarush Wali
B3304,Akarsh Ben,26,Female,Ongole,PCF9604O,Stocks,772621.28,19.94,21-07-2020,Mehul Kaul
B3305,Jiya Swaminathan,64,Female,Vijayawada,CPQ9326Y,Mutual Funds,624958.21,-14.71,02-12-2024,Sahil Setty
B3306,Ira Johal,62,Male,Amroha,BUK7990P,Bonds,472417.99,20.49,24-08-2019,Advika Bath
B3307,Nitya Sem,47,Male,Pali,TBS5673G,Mutual Funds,450148.73,0.34,01-02-2022,Mannat Doctor
B3308,Pihu Bandi,45,Male,Khora ,JEZ6288T,Mutual Funds,415654.04,-7.91,24-06-2017,Kabir Kumar
B3309,Aaina Banik,54,Female,Ichalkaranji,QEA7292G,Bonds,466037.87,22.16,16-09-2023,Shamik Dara
B3310,Yasmin Mander,69,Female,Mirzapur,FER6219H,Real Estate,508136.3,-6.96,19-07-2017,Aayush Bhatnagar
B3311,Myra Arya,65,Female,Khandwa,VQG3923E,Stocks,119562.31,18.93,15-06-2017,Siya Handa
B3312,Advik Sura,32,Male,Amritsar,ZAS3346B,Real Estate,970237.62,4.35,06-02-2018,Jhanvi Kanda
B3313,Bhavin Sodhi,23,Male,Hajipur,JNH1687R,Crypto,424809.26,10.21,17-12-2018,Ishita Choudhury
B3314,Nishith Balan,31,Male,Karnal,SRT4451Q,Stocks,854696.51,14.13,15-07-2018,Vivaan Walla
B3315,Misha Chowdhury,60,Male,Kamarhati,SNY8053A,Crypto,646818.99,-3.52,08-03-2020,Anika Chahal
B3316,Sara Upadhyay,65,Female,Tezpur,MSZ9505F,Real Estate,545607.61,-11.87,19-04-2022,Jayesh Amble
B3317,Shaan Issac,50,Male,Tirupati,GAC5558E,Mutual Funds,305919.49,1.69,08-12-2020,Ela Sawhney
B3318,Lakshit Vora,24,Female,Ludhiana,FLO6150N,Mutual Funds,664133.74,18.24,28-11-2017,Indranil Gole
B3319,Sahil Varughese,30,Female,Sonipat,UCM2629Q,Fixed Deposit,186413.13,-12.24,17-05-2022,Aaina Ghose
B3320,Nirvi Chacko,26,Female,Nagercoil,KMB6690M,Bonds,678801.37,-0.6,19-12-2021,Amani Varghese
B3321,Dhanush Chaudhari,37,Male,Bhopal,ZIJ5666Y,Real Estate,990769,24.37,28-02-2022,Anay Sura
B3322,Nirvaan Barad,63,Male,Raipur,MLJ3713O,Bonds,823689.56,1.68,16-06-2023,Vihaan Devan
B3323,Tanya Mann,45,Male,Jammu,UEC2942I,Fixed Deposit,159168.54,-1.51,19-08-2017,Shanaya Jhaveri
B3324,Gokul Kar,45,Male,Tezpur,JEL5716D,Mutual Funds,396881.34,-10.21,05-04-2021,Kavya Kannan
B3325,Kanav Garde,46,Male,Raurkela Industrial Township,WSQ5486O,Real Estate,374953.06,-4.27,17-12-2018,Saksham Singh
B3326,Divij Viswanathan,58,Female,Nizamabad,ZGY8973J,Real Estate,953807.62,21.17,05-01-2020,Vihaan Sur
B3327,Gatik Goda,24,Male,Erode,IDD8191R,Mutual Funds,405261.24,6.02,13-03-2021,Kismat Yadav
B3328,Rhea Wable,60,Female,Ambala,ZEY4664W,Bonds,390627.49,-6.43,24-07-2021,Dhruv Kala
B3329,Madhav Manne,31,Male,Mau,GHB3774Q,Real Estate,179106.78,26.19,22-11-2022,Prisha Lad
B3330,Anaya Goel,65,Female,Bhusawal,ERJ5726O,Bonds,871178.83,9.08,04-12-2022,Taimur Manne
B3331,Damini Karpe,50,Male,North Dumdum,IEX5250M,Real Estate,578998.68,10.39,24-03-2017,Khushi Chaudhari
B3332,Anaya Yadav,45,Male,Dhule,KVB2738C,Bonds,103258.78,6.24,03-05-2017,Shanaya Johal
B3333,Umang Mangat,45,Male,Asansol,IIE4795B,Stocks,330436.05,24.87,23-06-2018,Misha Choudhry
B3334,Shanaya Anand,50,Male,Sonipat,LBN5565R,Bonds,212098.62,22.91,17-09-2021,Faiyaz Wadhwa
B3335,Seher Shan,70,Female,Uluberia,WST3310C,Fixed Deposit,620575.23,13.75,04-06-2017,Amani Deshpande
B3336,Siya Saha,26,Female,Chandigarh,SBE2572G,Real Estate,597244.85,19.45,08-10-2017,Adah Viswanathan
B3337,Nitara Ghose,58,Male,Jamshedpur,ZNY4388U,Real Estate,892198.04,-4.93,13-05-2020,Yuvraj  Bir
B3338,Lakshit Gera,30,Male,Anand,IPV9334N,Bonds,170882.57,23.93,08-12-2022,Mishti Kale
B3339,Nakul Chad,55,Male,Giridih,GWZ3766W,Crypto,332888.79,23.01,07-07-2020,Sahil Kuruvilla
B3340,Kismat Grewal,45,Male,Sambalpur,QVG1448W,Crypto,606320.53,27.76,11-01-2020,Hiran Bir
B3341,Lakshit Doctor,47,Female,Kota,BMK1651J,Fixed Deposit,674450.85,20.7,25-12-2024,Vidur Sridhar
B3342,Sana Kara,42,Female,Arrah,FVU9844H,Bonds,631991.83,6.11,10-12-2022,Keya Gandhi
B3343,Mannat Chana,63,Male,Proddatur,QJK9813F,Stocks,18942.14,26.39,23-08-2020,Hrishita Kaur
B3344,Kashvi Dyal,39,Female,Serampore,SZT4197S,Mutual Funds,449894.27,27.76,19-01-2017,Aniruddh Zacharia
B3345,Tiya Gokhale,37,Female,Bally,DVR1109T,Fixed Deposit,304882.91,-9.78,13-02-2021,Anika Bedi
B3346,Hunar Ramaswamy,29,Female,Ichalkaranji,YXL9001D,Mutual Funds,145138.65,24.55,15-04-2021,Manikya Vohra
B3347,Kanav Ganesh,23,Female,Pali,XVT1422E,Crypto,863036.64,7.56,21-01-2024,Ishita Shah
B3348,Kabir Banik,69,Male,Panipat,KDU7054N,Mutual Funds,32250.07,-8.69,26-02-2019,Ira Roy
B3349,Mishti Vala,33,Male,Kottayam,VMD4328C,Fixed Deposit,275435.9,-9.23,27-01-2024,Mannat Mangat
B3350,Heer Viswanathan,53,Male,Bilaspur,JJB5617R,Stocks,480427.72,17.96,02-08-2021,Ivana Magar
B3351,Dishani Salvi,55,Male,Morena,DQE7987P,Mutual Funds,767183.86,14.36,11-03-2018,Nitara Jha
B3352,Hrishita Kala,46,Male,Sasaram,PHX8288X,Fixed Deposit,417885.68,26.47,22-09-2019,Armaan Sur
B3353,Neysa Rout,57,Male,Bikaner,RJI9534G,Crypto,594363.01,-6.07,21-04-2020,Ira Shah
B3354,Advik Dave,29,Female,Dhule,XYK3067Q,Mutual Funds,997045.71,20.11,15-02-2024,Kartik Ramaswamy
B3355,Faiyaz Ahuja,38,Male,Faridabad,IHW8435E,Fixed Deposit,72299.85,-12.23,17-07-2022,Ela Sampath
B3356,Parinaaz Rout,38,Male,Jalgaon,LYL5832E,Real Estate,443494.03,4.92,13-08-2018,Mamooty Dar
B3357,Adira Madan,67,Male,Jehanabad,GPD2795L,Stocks,622548.53,-11.27,02-06-2024,Oorja Kulkarni
B3358,Anahi Ramakrishnan,50,Female,Jabalpur,WON2965C,Stocks,489586.9,-11.71,04-10-2022,Ahana  Choudhury
B3359,Samiha Baral,35,Female,Jalna,WFV8281Q,Crypto,566811.51,22.23,08-12-2024,Gokul Kamdar
B3360,Zain Chopra,61,Female,Suryapet,NYC8082I,Stocks,557713.34,17.23,25-01-2020,Ritvik Chanda
B3361,Hansh Sarin,40,Male,Khora ,YDD9081G,Bonds,599336.11,-2.46,22-01-2018,Bhavin Venkataraman
B3362,Divit Madan,66,Female,Munger,RPY5309V,Mutual Funds,313923.59,-6.29,12-12-2022,Vidur Kota
B3363,Rasha Sahota,53,Male,Ujjain,JEX2423I,Mutual Funds,682918.51,15.38,20-07-2018,Ojas Balay
B3364,Jayan Srinivasan,34,Male,Tiruvottiyur,OTG3241K,Bonds,262361,7,23-04-2020,Adah Dutta
B3365,Nitya Dua,29,Female,Satara,KXF5562X,Fixed Deposit,358423.9,24.98,19-08-2018,Adah Wali
B3366,Jhanvi Salvi,30,Male,Hapur,INF2908S,Crypto,621628.86,28.39,10-07-2020,Alia Agate
B3367,Shlok Jayaraman,26,Male,Rajahmundry,LGU6795R,Crypto,575268.79,0.7,17-01-2024,Renee Manda
B3368,Oorja Sur,50,Male,Solapur,SLT2295P,Crypto,411571.82,14.64,10-12-2021,Gatik Doctor
B3369,Samaira Suresh,33,Female,Medininagar,MES4644E,Crypto,84515.29,23.19,12-07-2017,Ehsaan Warrior
B3370,Kashvi Wali,67,Male,Jalandhar,XJT2218Z,Bonds,513968.35,16.13,27-06-2021,Yashvi Seshadri
B3371,Lavanya Suresh,50,Female,Mirzapur,YVD6359U,Fixed Deposit,804700.43,5.12,11-12-2019,Bhamini Mani
B3372,Hrishita Lala,27,Male,Jalna,SSV3567V,Real Estate,803962.83,6.13,15-06-2020,Mishti Sama
B3373,Chirag Boase,65,Male,Karnal,APK9307M,Crypto,848510.09,19.08,16-11-2017,Myra Andra
B3374,Advik Hora,42,Female,Anantapuram,XUL6494S,Stocks,121419.12,22.54,01-06-2023,Sumer Sankaran
B3375,Taran Luthra,64,Female,Korba,STA5523M,Bonds,467422.9,20.27,06-07-2021,Inaaya  Dayal
B3376,Myra Ratti,44,Male,Phagwara,ZHJ8429L,Stocks,296085.51,25.65,18-08-2017,Vardaniya Kibe
B3377,Dhanush Badal,67,Female,Jehanabad,EWR9402G,Mutual Funds,463752.19,27.06,05-07-2022,Saksham Dhingra
B3378,Ishaan Walia,26,Male,Etawah,MML2213M,Fixed Deposit,944286.65,15.5,04-08-2019,Aaryahi Guha
B3379,Fateh Gokhale,57,Male,Amaravati,ILL6157S,Crypto,349929.06,11.22,01-07-2019,Madhav Grover
B3380,Anya Mandal,56,Female,Kanpur,QMY1628M,Real Estate,404681.32,6.36,22-11-2019,Advika Baral
B3381,Samarth Ghosh,40,Male,Bangalore,MWY8100S,Crypto,585709.72,1.93,27-12-2023,Kiara Ghose
B3382,Gokul Sagar,41,Female,Jammu,OVM2645R,Mutual Funds,810342.99,16.94,18-02-2018,Shaan Kata
B3383,Misha Kalla,32,Female,Srinagar,NZT9540I,Stocks,115749.66,4.55,28-09-2023,Tanya Venkataraman
B3384,Shlok Suri,67,Male,Giridih,UXO6202U,Real Estate,387012.44,19.73,04-12-2017,Romil Dewan
B3385,Pranay Dara,67,Female,Kamarhati,AIQ4119R,Bonds,778641.68,3.12,26-10-2017,Emir Sahota
B3386,Indranil Krishnan,66,Male,Tezpur,LPE1583Q,Bonds,538367.15,5.49,27-07-2020,Zain Korpal
B3387,Raghav Thaker,62,Female,Chandigarh,JLF1130X,Stocks,272568.89,-1.68,21-10-2017,Jayant Bhandari
B3388,Rania Thakur,33,Female,Dhule,KNJ5029P,Fixed Deposit,322876.73,12.33,09-10-2018,Tejas Kaur
B3389,Divij Bobal,45,Male,Visakhapatnam,LJY3242H,Mutual Funds,794411.89,17.55,03-09-2017,Yuvaan Kuruvilla
B3390,Himmat Lad,54,Female,Khora ,NUH7163C,Fixed Deposit,174998.64,1.99,02-01-2024,Onkar Bali
B3391,Ranbir Raval,36,Male,Coimbatore,CSX4607J,Real Estate,643609.64,23.46,16-03-2020,Adah Dara
B3392,Anvi Solanki,29,Male,Kota,DHF4205P,Mutual Funds,808141.5,-6.24,06-11-2023,Khushi Borde
B3393,Nakul Mangat,34,Male,Pali,CSX5346R,Fixed Deposit,877079.9,20.05,28-06-2017,Navya Baral
B3394,Dhanuk Singhal,30,Female,Hindupur,WKX8702E,Mutual Funds,333400.35,-14.28,27-08-2024,Aradhya Sawhney
B3395,Ranbir Hayer,37,Male,Nanded,DNM3481W,Crypto,179192.34,12.67,26-08-2024,Khushi Taneja
B3396,Nirvaan Khalsa,53,Male,Proddatur,LLM8938W,Bonds,837337.32,1.5,09-02-2017,Yuvraj  Bala
B3397,Ryan Buch,23,Female,Nizamabad,FNP4065Q,Fixed Deposit,986719.32,-7.73,23-03-2024,Nitya Chaudhari
B3398,Riya Shankar,45,Female,Ranchi,EKE9138W,Real Estate,172386.13,22.09,05-09-2023,Aaina Gola
B3399,Eva Hans,57,Female,Pallavaram,QYD5630M,Fixed Deposit,148145.58,-2.33,19-02-2018,Urvi Tripathi
B3400,Gokul Koshy,58,Male,Bhimavaram,PMF3159M,Crypto,464094.12,-8.77,21-07-2022,Sahil Bal
B3401,Renee Khalsa,45,Female,Barasat,YBV4253V,Crypto,402740.54,15.35,14-05-2023,Vritika Lalla
B3402,Anika Bains,51,Male,Raipur,OVF2453J,Crypto,296979.21,15.7,15-08-2017,Chirag Gokhale
B3403,Indrans Bahri,57,Female,Orai,ZAI9459C,Mutual Funds,605811.02,1.4,11-11-2020,Biju Madan
B3404,Adira Jayaraman,30,Male,Sambalpur,KWN4509B,Stocks,70594.48,20.11,23-07-2022,Kaira Soni
B3405,Aniruddh Bhandari,61,Male,Shimoga,JPT1052T,Real Estate,841468.61,13.09,27-10-2018,Sumer Krishnamurthy
B3406,Diya Kumer,27,Male,Mehsana,EVU8115G,Real Estate,187350.08,28.07,02-03-2019,Kartik Khatri
B3407,Adah Raj,26,Male,Jalgaon,ZYL2102C,Crypto,539294.87,-6.8,07-02-2022,Anika Contractor
B3408,Romil Yohannan,41,Female,Tadepalligudem,TSW9039M,Bonds,260136.04,22.7,08-07-2022,Damini Date
B3409,Aniruddh D’Alia,47,Female,Kurnool,EKR4416F,Bonds,524882.62,11.08,24-05-2024,Anya Rao
B3410,Arnav Sarkar,67,Male,Bongaigaon,CLL3918A,Mutual Funds,772470.72,19.21,02-06-2019,Kiaan Sangha
B3411,Jhanvi Shah,68,Female,Thrissur,FTG1635R,Stocks,10539.32,-4.03,12-08-2017,Advika Handa
B3412,Aaryahi Dhar,52,Female,Karaikudi,YCS7851Y,Mutual Funds,878487.23,13.07,15-07-2018,Parinaaz Kota
B3413,Pihu Bassi,55,Female,Danapur,JOB5310A,Mutual Funds,577403.05,-14.4,17-12-2021,Heer Bedi
B3414,Mishti Arya,48,Male,Bhiwani,RCP7230N,Real Estate,198054.35,-14.04,16-11-2023,Tanya Bhalla
B3415,Indrajit Garde,48,Female,Baranagar,SNV4845Q,Bonds,669068.14,16.2,18-06-2020,Anahi Mani
B3416,Amira Garg,58,Male,Erode,LJN6713T,Crypto,50737.52,6.52,05-09-2018,Nishith Solanki
B3417,Advika Gour,26,Male,Ujjain,VEI8933Y,Mutual Funds,487642.93,-4.05,24-08-2018,Tara Kunda
B3418,Abram Soman,30,Female,Thiruvananthapuram,LNH9691F,Real Estate,670089.72,-12.75,17-05-2024,Trisha Sant
B3419,Ela Sarraf,42,Female,Jamshedpur,HMN3950F,Bonds,545448.53,-9.87,16-05-2024,Aarav Dhawan
B3420,Nishith Randhawa,63,Male,Ballia,TVT5916B,Real Estate,244591.58,7.18,08-10-2024,Bhavin Rajagopal
B3421,Tanya Babu,26,Male,Bhopal,XWG4799C,Crypto,599054.35,13.82,20-10-2022,Samar Dey
B3422,Ivan Bansal,50,Male,Purnia,OKY5786G,Stocks,478989.55,-9.86,18-11-2022,Keya Choudhary
B3423,Riaan Guha,51,Female,Guna,VMJ8947G,Fixed Deposit,835073.48,25.85,18-04-2021,Mamooty Madan
B3424,Damini Bassi,65,Male,Uluberia,PWT9031C,Stocks,746077.7,-0.21,13-06-2020,Ahana  Rattan
B3425,Nitya Sen,55,Male,Darbhanga,BGD7425H,Stocks,114926.45,18.53,06-02-2024,Krish Tak
B3426,Aayush Krishnamurthy,44,Female,Bhubaneswar,AYX6851Q,Crypto,354156.66,-10.67,25-03-2022,Gatik Chakrabarti
B3427,Madhup Iyer,30,Male,Patna,GKG9903Q,Bonds,984405.52,-11.88,20-02-2017,Raghav Dora
B3428,Eva Kata,57,Female,Guwahati,VBA8880I,Bonds,244196.78,16.9,23-01-2020,Ahana  Kapur
